StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Human1a,Human1b,Human2a,Human2b,Human3a,Human3b,Human4a,Human4b,Human5a,Human5b,Human6a,Human6b,Human7a,Human7b,Human8a,Human8b,Human9a,Human9b,Robot1a,Robot1b,Robot2a,Robot2b,Robot3a,Robot3b,Robot4a,Robot4b,Robot5a,Robot5b,Robot6a,Robot6b,Robot7a,Robot7b,Robot8a,Robot8b,Robot9a,Robot9b,Gender,Gender_DO,BirthYear,Country,WorkInHealtCare,WorkingWithRobots,Occupation,Occupation_6_TEXT,Comments,MTurkCode,Q58 - Topics,FL_26_DO,FL_30_DO,FL_31_DO,Human1_DO,Human2_DO,Human3_DO,Human4_DO,Human5_DO,Human6_DO,Human7_DO,Human8_DO,Human9_DO,Robot1_DO,Robot2_DO,Robot3_DO,Robot4_DO,Robot5_DO,Robot6_DO,Robot7_DO,Robot8_DO,Robot9_DO
2018-04-25 18:10:43,2018-04-25 18:12:57,IP Address,172.11.220.144,100,134,True,2018-04-25 18:12:58,R_3iFmT51M7f3mXHq,,,,,39.597503662109,-84.15599822998,anonymous,EN,,,,,,,,,,,,,,,,,,,,,I neither agree nor disagree,,,,,I somewhat disagree,,,I neither agree nor disagree,,,,I somewhat agree,,,,Male,Female|Male,1981,"United States ",No,No,Employee,,,23592274,,IntroRobot,,Robot2|Robot6|Robot8|Robot4,,,,,,,,,,,Robot2a,,Robot4b,,Robot6a,,Robot8a,
2018-04-25 18:10:38,2018-04-25 18:13:10,IP Address,96.27.3.181,100,151,True,2018-04-25 18:13:10,R_2pJJ1FkTPHseTNn,,,,,42.659896850586,-83.12370300293,anonymous,EN,,,I somewhat disagree,,I agree,,,,,,I neither agree nor disagree,,,,,,I disagree,,,,,,,,,,,,,,,,,,,,Male,Male|Female,1977,"United States ",No,No,Unemployed,,no comments,60046530,,Intro_Human,Human3|Human6|Human9|Human2,,,Human2a,Human3a,,,Human6a,,,Human9a,,,,,,,,,
2018-04-25 18:11:10,2018-04-25 18:13:11,IP Address,99.203.26.239,100,121,True,2018-04-25 18:13:11,R_3rHzQyszg9bgYSP,,,,,29.832702636719,-95.662696838379,anonymous,EN,,,I somewhat agree,,,,,,,,,I somewhat disagree,I disagree,,,,I somewhat disagree,,,,,,,,,,,,,,,,,,,,Female,Male|Female,1983,"United States ",No,No,Unemployed,,No comment,11848070,,Intro_Human,Human7|Human9|Human6|Human2,,,Human2a,,,,Human6b,Human7a,,Human9a,,,,,,,,,
2018-04-25 18:11:11,2018-04-25 18:13:23,IP Address,72.207.231.13,100,132,True,2018-04-25 18:13:24,R_1rfi4XKpvi0tpcO,,,,,30.399993896484,-91.145401000977,anonymous,EN,,,,,,,,,,,,,,,,,,,I disagree,,,,,I somewhat disagree,I strongly agree,,,,I somewhat agree,,,,,,,,Female,Male|Female,1988,"United States ",No,No,Employee,,interesting scenarios,68226154,,IntroRobot,,Robot3|Robot4|Robot1|Robot6,,,,,,,,,,Robot1a,,Robot3b,Robot4a,,Robot6a,,,
2018-04-25 18:10:51,2018-04-25 18:13:24,IP Address,12.12.130.164,100,152,True,2018-04-25 18:13:25,R_6CZcuZjAL4oXW2l,,,,,41.604400634766,-87.889503479004,anonymous,EN,,,,,,,,,,,,,,,,,,,,I somewhat disagree,,,,I somewhat disagree,,,,,,I somewhat agree,,,I somewhat agree,,,,Male,Female|Male,1983,"United States ",No,No,Employee,,,15028892,,IntroRobot,,Robot1|Robot8|Robot3|Robot6,,,,,,,,,,Robot1b,,Robot3b,,,Robot6b,,Robot8a,
2018-04-25 18:11:05,2018-04-25 18:13:34,IP Address,104.35.170.65,100,149,True,2018-04-25 18:13:35,R_2PhAPV5U0a5sdWd,,,,,34.153900146484,-117.99189758301,anonymous,EN,,,,I neither agree nor disagree,I somewhat agree,,I disagree,,,I somewhat agree,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Female|Male,1964,"United States ",No,No,Self-employed,,,30930831,,Intro_Human,Human4|Human2|Human5|Human3,,,Human2b,Human3a,Human4a,Human5b,,,,,,,,,,,,,
2018-04-25 18:11:11,2018-04-25 18:13:39,IP Address,73.182.224.118,100,147,True,2018-04-25 18:13:39,R_1hFssaueLZt93XA,,,,,41.30940246582,-72.924003601074,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,I neither agree nor disagree,,,,I strongly disagree,,,I strongly disagree,,I strongly agree,,,,,,Male,Male|Female,1991,"United States ",No,No,Employee,,,67474496,,IntroRobot,,Robot4|Robot6|Robot2|Robot7,,,,,,,,,,,Robot2b,,Robot4b,,Robot6a,Robot7a,,
2018-04-25 18:10:49,2018-04-25 18:13:42,IP Address,69.59.72.119,100,172,True,2018-04-25 18:13:42,R_30w8vvBAgC7ijVq,,,,,37.403305053711,-119.61380004883,anonymous,EN,,,,,,,I disagree,,I somewhat agree,,,,I disagree,,,,,I somewhat agree,,,,,,,,,,,,,,,,,,,Female,Male|Female,1955,"United States ",No,No,Unemployed,,,53172457,,Intro_Human,Human7|Human5|Human9|Human4,,,,,Human4a,Human5a,,Human7a,,Human9b,,,,,,,,,
2018-04-25 18:10:43,2018-04-25 18:13:42,IP Address,68.4.192.232,100,178,True,2018-04-25 18:13:43,R_sXpF5O4MXR8LRGV,,,,,33.605102539062,-117.64399719238,anonymous,EN,,,,,,,,,,,,,,,,,,,,,I somewhat agree,,I somewhat agree,,,,,,,,,,I somewhat disagree,,I agree,,Male,Female|Male,1976,"United States ",No,No,Employee,,,42782298,,IntroRobot,,Robot8|Robot2|Robot3|Robot9,,,,,,,,,,,Robot2a,Robot3a,,,,,Robot8a,Robot9a
2018-04-25 18:11:28,2018-04-25 18:13:58,IP Address,24.182.17.98,100,149,True,2018-04-25 18:13:59,R_di0nS7dPMBlxQCR,,,,,39.489593505859,-119.74919891357,anonymous,EN,,,I somewhat disagree,,,,,I strongly agree,,,,I somewhat disagree,,,I disagree,,,,,,,,,,,,,,,,,,,,,,Male,Male|Female,1988,"United States ",No,No,Employee,,,88367025,,Intro_Human,Human6|Human8|Human2|Human4,,,Human2a,,Human4b,,Human6b,,Human8a,,,,,,,,,,
2018-04-25 18:10:36,2018-04-25 18:14:13,IP Address,173.169.91.101,100,217,True,2018-04-25 18:14:14,R_TttN2CCxrbJnSU1,,,,,27.720703125,-82.737602233887,anonymous,EN,I somewhat disagree,,,I agree,,,,I agree,,I strongly agree,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Female|Male,1985,"United States ",No,No,Employee,,ty,4066265,,Intro_Human,Human5|Human2|Human1|Human4,,Human1a,Human2b,,Human4b,Human5b,,,,,,,,,,,,,
2018-04-25 18:12:46,2018-04-25 18:14:21,IP Address,72.133.108.195,100,95,True,2018-04-25 18:14:22,R_2Ej97WmeIaSmyC7,,,,,30.444595336914,-97.969100952148,anonymous,EN,,,,,,,,,,,,,,,,,,,I somewhat disagree,,,,,,,,,I neither agree nor disagree,,,I somewhat agree,,I somewhat agree,,,,Female,Female|Male,1986,"United States ",No,No,Employee,,,87508771,,IntroRobot,,Robot1|Robot7|Robot8|Robot5,,,,,,,,,,Robot1a,,,,Robot5b,,Robot7a,Robot8a,
2018-04-25 18:11:06,2018-04-25 18:14:30,IP Address,192.210.174.199,100,204,True,2018-04-25 18:14:31,R_XXKwAaKmpjGIWul,,,,,42.88639831543,-78.87809753418,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,I somewhat agree,,,I strongly agree,,,,,,,I agree,I strongly agree,,Male,Male|Female,1984,"United States ",No,No,Employee,,nothing,18481980,,IntroRobot,,Robot8|Robot3|Robot9|Robot5,,,,,,,,,,,,Robot3b,,Robot5a,,,Robot8b,Robot9a
2018-04-25 18:11:20,2018-04-25 18:14:36,IP Address,157.51.165.146,100,195,True,2018-04-25 18:14:36,R_DS2CIWODCsownx7,,,,,13.083297729492,80.283294677734,anonymous,EN,,,I agree,,I strongly agree,,,I strongly agree,,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Male|Female,1993,"India ",Yes,Yes,Employee,,it is good,63275197,,Intro_Human,Human3|Human2|Human5|Human4,,,Human2a,Human3a,Human4b,Human5b,,,,,,,,,,,,,
2018-04-25 18:11:36,2018-04-25 18:15:02,IP Address,74.83.15.155,100,205,True,2018-04-25 18:15:02,R_3fpF1OGZEOab6Ck,,,,,38.922393798828,-84.547096252441,anonymous,EN,,,,,,,,,,,,,,,,,,,I strongly disagree,,,I neither agree nor disagree,,,,,,,,I strongly disagree,I strongly disagree,,,,,,Female,Female|Male,1986,"United States ",No,No,Employee,,,12816070,,IntroRobot,,Robot7|Robot1|Robot6|Robot2,,,,,,,,,,Robot1a,Robot2b,,,,Robot6b,Robot7a,,
2018-04-25 18:11:40,2018-04-25 18:15:08,IP Address,47.20.58.120,100,208,True,2018-04-25 18:15:09,R_2VJ5IuDbuc1Jzjm,,,,,40.859405517578,-73.212097167969,anonymous,EN,,,,,I somewhat disagree,,,,,I disagree,,,,I strongly disagree,,,,I strongly disagree,,,,,,,,,,,,,,,,,,,Male,Female|Male,1973,"United States ",No,No,Employee,,,28598821,,Intro_Human,Human3|Human9|Human5|Human7,,,,Human3a,,Human5b,,Human7b,,Human9b,,,,,,,,,
2018-04-25 18:11:05,2018-04-25 18:15:13,IP Address,117.221.216.103,100,248,True,2018-04-25 18:15:14,R_30cWk9XbgJG8si6,,,,,11.399993896484,79.700012207031,anonymous,EN,,I agree,,I agree,,I strongly agree,,,,,,,,,,I agree,,,,,,,,,,,,,,,,,,,,,Male,Male|Female,1989,"India ",Yes,Yes,Self-employed,,"the very nice ",1745465,,Intro_Human,Human2|Human8|Human3|Human1,,Human1b,Human2b,Human3b,,,,,Human8b,,,,,,,,,,
2018-04-25 18:14:36,2018-04-25 18:15:35,IP Address,157.50.50.103,100,59,True,2018-04-25 18:15:36,R_DiuCRqYlvcZS21X,,,,,10.804992675781,78.685607910156,anonymous,EN,,,I somewhat agree,,,,,I somewhat agree,,,,,,,I agree,,I somewhat agree,,,,,,,,,,,,,,,,,,,,Male,Female|Male,1993,"United States ",Yes,Yes,Employee,,nice work,18189828,,Intro_Human,Human9|Human4|Human2|Human8,,,Human2a,,Human4b,,,,Human8a,Human9a,,,,,,,,,
2018-04-25 18:11:38,2018-04-25 18:16:01,IP Address,117.221.216.2,100,262,True,2018-04-25 18:16:01,R_tLkSZPiiabUbHih,,,,,11.399993896484,79.700012207031,anonymous,EN,,,,,,,,,,I agree,,I agree,I agree,,,,I agree,,,,,,,,,,,,,,,,,,,,Male,Female|Male,1999,"India ",Yes,Yes,Student,,super,13776493,,Intro_Human,Human5|Human9|Human7|Human6,,,,,,Human5b,Human6b,Human7a,,Human9a,,,,,,,,,
2018-04-25 18:10:58,2018-04-25 18:16:08,IP Address,108.184.205.177,100,310,True,2018-04-25 18:16:09,R_2E44AY6j3zfxbFv,,,,,33.747406005859,-117.99389648438,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,I strongly disagree,,I strongly disagree,,,,,,,,I strongly agree,,,,I strongly disagree,Male,Male|Female,1979,"United States ",Yes,No,Employee,,,87596689,,IntroRobot,,Robot9|Robot3|Robot2|Robot7,,,,,,,,,,,Robot2b,Robot3b,,,,Robot7b,,Robot9b
2018-04-25 18:13:54,2018-04-25 18:16:16,IP Address,117.221.213.85,100,141,True,2018-04-25 18:16:17,R_T7bW78vCiRvb33z,,,,,11.350006103516,77.733306884766,anonymous,EN,,,,,,,,,,,,,,,,,,,,I agree,,,I agree,,,,,I agree,,,,,I agree,,,,Male,Female|Male,1991,"India ",Yes,Yes,Employee,,nothing,62864958,,IntroRobot,,Robot3|Robot1|Robot8|Robot5,,,,,,,,,,Robot1b,,Robot3a,,Robot5b,,,Robot8a,
2018-04-25 18:12:35,2018-04-25 18:16:27,IP Address,108.251.60.63,100,232,True,2018-04-25 18:16:29,R_2ZD2vmZtkbXsgrK,,,,,33.751602172852,-117.77159881592,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,I disagree,I agree,,,,,I somewhat agree,,I disagree,Female,Female|Male,1986,"United States ",No,No,Self-employed,,,40846621,,IntroRobot,,Robot9|Robot5|Robot8|Robot6,,,,,,,,,,,,,,Robot5b,Robot6a,,Robot8b,Robot9b
2018-04-25 18:11:00,2018-04-25 18:17:28,IP Address,117.221.213.16,100,388,True,2018-04-25 18:17:28,R_1Qo7OaN6q6lYhKv,,,,,11.350006103516,77.733306884766,anonymous,EN,,,,,,,,,,,,,,,,,,,,I agree,,,I agree,,,,,I agree,,,,,I agree,,,,Male,Female|Male,1993,"India ",Yes,Yes,Employee,,this research is very nice,70216196,,IntroRobot,,Robot3|Robot5|Robot1|Robot8,,,,,,,,,,Robot1b,,Robot3a,,Robot5b,,,Robot8a,
2018-04-25 18:14:51,2018-04-25 18:17:38,IP Address,157.50.196.123,100,167,True,2018-04-25 18:17:39,R_4Nnru1JorRSBBa9,,,,,13.083297729492,80.283294677734,anonymous,EN,,,,,,,,,,,,,,,,,,,,I agree,,,,,,I agree,,,,I strongly agree,,,,I agree,,,Male,Female|Male,1986,"India ",Yes,Yes,Employee,,NICE KEEP IT UP,40347524,,IntroRobot,,Robot4|Robot8|Robot6|Robot1,,,,,,,,,,Robot1b,,,Robot4b,,Robot6b,,Robot8b,
2018-04-25 18:11:08,2018-04-25 18:17:44,IP Address,73.124.28.167,100,396,True,2018-04-25 18:17:45,R_3MmJzX88pMoLsNN,,,,,25.890396118164,-80.239196777344,anonymous,EN,,I neither agree nor disagree,,I neither agree nor disagree,I somewhat agree,,,,,,,,,,I strongly agree,,,,,,,,,,,,,,,,,,,,,,Male,Male|Female,1990,"United States ",No,No,Student,,"God bless and good luck! All clear.
",30344409,,Intro_Human,Human2|Human3|Human8|Human1,,Human1b,Human2b,Human3a,,,,,Human8a,,,,,,,,,,
2018-04-25 18:11:05,2018-04-25 18:18:15,IP Address,81.247.86.138,100,430,True,2018-04-25 18:18:15,R_aV0fHGz1iRA5uH7,,,,,50.846603393555,4.3527984619141,anonymous,EN,,I disagree,I agree,,I agree,,,,,,,,,I strongly agree,,,,,,,,,,,,,,,,,,,,,,,Female,Female|Male,1976,"France ",Yes,No,Employee,,"I'm a nurse, and your survey is really well done, very realistic
thanks",95558883,,Intro_Human,Human1|Human2|Human7|Human3,,Human1b,Human2a,Human3a,,,,Human7b,,,,,,,,,,,
2018-04-25 18:15:48,2018-04-25 18:18:39,IP Address,117.221.212.81,100,170,True,2018-04-25 18:18:39,R_3KDv3y2Wvdiftu5,,,,,11.466705322266,77.450012207031,anonymous,EN,I agree,,,,,,,,I somewhat agree,,,,,,I strongly agree,,I agree,,,,,,,,,,,,,,,,,,,,Male,Male|Female,1997,"Australia ",Yes,Yes,Student,,nice,82075427,,Intro_Human,Human9|Human1|Human8|Human5,,Human1a,,,,Human5a,,,Human8a,Human9a,,,,,,,,,
2018-04-25 18:17:29,2018-04-25 18:19:00,IP Address,67.175.243.58,100,91,True,2018-04-25 18:19:01,R_3nAR7OoO6YZKWsi,,,,,41.920593261719,-87.701698303223,anonymous,EN,,,,,,,,,,,,,,,,,,,,I strongly agree,,,,,,I agree,,,,I strongly agree,,I somewhat agree,,,,,Male,Male|Female,1981,"United States ",No,No,Employee,,,51937197,,IntroRobot,,Robot7|Robot1|Robot6|Robot4,,,,,,,,,,Robot1b,,,Robot4b,,Robot6b,Robot7b,,
2018-04-25 18:18:09,2018-04-25 18:19:13,IP Address,98.209.27.109,100,64,True,2018-04-25 18:19:13,R_CfYcke8HA2YJTwJ,,,,,42.988800048828,-85.46410369873,anonymous,EN,,,,,,,,,,,,,,,,,,,,I somewhat agree,,,,,I somewhat agree,,,,,I disagree,,I agree,,,,,Female,Female|Male,1993,"United States ",No,No,Employee,,,19074706,,IntroRobot,,Robot1|Robot7|Robot6|Robot4,,,,,,,,,,Robot1b,,,Robot4a,,Robot6b,Robot7b,,
2018-04-25 18:17:20,2018-04-25 18:19:21,IP Address,175.158.203.204,100,121,True,2018-04-25 18:19:22,R_0x0BvQNq9rFbOTL,,,,,15.149993896484,120.58331298828,anonymous,EN,I somewhat disagree,,I somewhat agree,,,,,,,I somewhat disagree,,,,,,,I disagree,,,,,,,,,,,,,,,,,,,,Female,Female|Male,1994,"United States ",No,No,Self-employed,,,6002521,,Intro_Human,Human2|Human5|Human9|Human1,,Human1a,Human2a,,,Human5b,,,,Human9a,,,,,,,,,
2018-04-25 18:16:15,2018-04-25 18:20:28,IP Address,98.235.130.169,100,252,True,2018-04-25 18:20:28,R_1CBIlSK5t8q1EVH,,,,,40.308395385742,-76.69539642334,anonymous,EN,,,,I disagree,I disagree,,,,,,,I neither agree nor disagree,,,I disagree,,,,,,,,,,,,,,,,,,,,,,Male,Male|Female,1972,"United States ",No,No,Self-employed,,,99155515,,Intro_Human,Human3|Human6|Human8|Human2,,,Human2b,Human3a,,,Human6b,,Human8a,,,,,,,,,,
2018-04-25 18:17:17,2018-04-25 18:20:35,IP Address,117.217.176.194,100,197,True,2018-04-25 18:20:35,R_tLLplVsMPPLnApH,,,,,11.350006103516,77.733306884766,anonymous,EN,,I strongly agree,I agree,,,,,,,I agree,,,,,I strongly agree,,,,,,,,,,,,,,,,,,,,,,Male,Male|Female,1989,"India ",Yes,Yes,Employee,,"THIS RESEARCH  GATE IS JOIN TO CUSTOMERE TO WORKER AND ANY ONE OFF OTHER PERSON  ",6034583,,Intro_Human,Human2|Human8|Human1|Human5,,Human1b,Human2a,,,Human5b,,,Human8a,,,,,,,,,,
2018-04-25 18:16:22,2018-04-25 18:20:52,IP Address,157.50.234.198,100,270,True,2018-04-25 18:20:53,R_2B2UbeEdWktX1tI,,,,,13.083297729492,80.283294677734,anonymous,EN,,,,,,,,,,,,,,,,,,,,I somewhat agree,,,,,,,,I somewhat agree,I disagree,,,,,,,I agree,Male,Female|Male,1995,"India ",Yes,No,Self-employed,,"An interesting problem was brought up in a Brown Bag I recently attended, regarding a person who had moved to
the new HR staffing unit. Apparently, her department had not planned well for her departure, as her workload was
not adequately distributed to new people, and work wasn't getting done. Existing departments need to understand the
impact staff relocation and restructuring will have for them, and do some ""succession planning"" to ensure smooth
transitions. When staff who have traditionally been in an area and handled a particular job suddenly move to a SSC,
the rest of us who have depended on that person may be left without a valuable, trusted and knowledgeable resource.
Who will handle what that person did? Who is our new contact person in that area? This is just part of the growing
pains of the process, but the more aware department chairs are (mine happens to be very well aware of the situation)
the better department scan plan for restructuring",96433005,,IntroRobot,,Robot9|Robot1|Robot5|Robot6,,,,,,,,,,Robot1b,,,,Robot5b,Robot6a,,,Robot9b
2018-04-25 18:19:35,2018-04-25 18:20:54,IP Address,120.88.181.24,100,79,True,2018-04-25 18:20:55,R_NX6XkAYYmlTmM01,,,,,18.975006103516,72.825805664062,anonymous,EN,,,I strongly agree,,I strongly agree,,,,I agree,,,,I agree,,,,,,,,,,,,,,,,,,,,,,,,Male,Female|Male,1994,"United States ",Yes,Yes,Self-employed,,"i like this survey ",45713970,,Intro_Human,Human2|Human3|Human5|Human7,,,Human2a,Human3a,,Human5a,,Human7a,,,,,,,,,,,
2018-04-25 18:16:22,2018-04-25 18:23:34,IP Address,157.50.208.96,100,431,True,2018-04-25 18:23:34,R_YWjajNY60u7seT7,,,,,13.083297729492,80.283294677734,anonymous,EN,,,,,,,,,,,,,,,,,,,,I strongly agree,,,,,,,I agree,,I agree,,,,,I strongly agree,,,Male,Male|Female,1995,Algeria,Yes,Yes,Employee,,IT IS  GOOD WORK,74657509,,IntroRobot,,Robot1|Robot6|Robot8|Robot5,,,,,,,,,,Robot1b,,,,Robot5a,Robot6a,,Robot8b,
2018-04-25 18:18:44,2018-04-25 18:24:07,IP Address,73.74.227.26,100,322,True,2018-04-25 18:24:07,R_4OToxwxjyXSJZQZ,,,,,41.461898803711,-87.000801086426,anonymous,EN,,I somewhat agree,I agree,,,,,,,,,I somewhat agree,,,,,,I somewhat disagree,,,,,,,,,,,,,,,,,,,Male,Female|Male,1989,"United States ",No,No,Employee,,,41440056,,Intro_Human,Human2|Human1|Human9|Human6,,Human1b,Human2a,,,,Human6b,,,Human9b,,,,,,,,,
2018-04-25 18:14:47,2018-04-25 18:24:17,IP Address,108.194.200.239,100,570,True,2018-04-25 18:24:17,R_1pyTc5V9Ks2DZVx,,,,,29.549606323242,-90.588798522949,anonymous,EN,,,,,,,,,,,,,,,,,,,,,I agree,,I strongly disagree,,,,,,,,,I strongly disagree,,,,I somewhat agree,Female,Female|Male,1985,"United States ",No,No,Employee,,,69809798,,IntroRobot,,Robot7|Robot9|Robot2|Robot3,,,,,,,,,,,Robot2a,Robot3a,,,,Robot7b,,Robot9b
2018-04-25 18:25:31,2018-04-25 18:26:30,IP Address,99.2.142.11,100,59,True,2018-04-25 18:26:31,R_Q6dfq98wYq74Aw1,,,,,35.95930480957,-86.541999816895,anonymous,EN,,I agree,,,,,,I neither agree nor disagree,,,I strongly agree,,I agree,,,,,,,,,,,,,,,,,,,,,,,,Male,Female|Male,1992,"United States ",No,Yes,Employee,,,61843987,,Intro_Human,Human6|Human7|Human4|Human1,,Human1b,,,Human4b,,Human6a,Human7a,,,,,,,,,,,
2018-04-25 18:25:45,2018-04-25 18:26:43,IP Address,117.221.139.228,100,57,True,2018-04-25 18:26:43,R_1lAKw6wPpTpAbUD,,,,,11.100006103516,77.350006103516,anonymous,EN,,,,,,,,,,,,,,,,,,,,I agree,,,,,,I agree,I strongly agree,,,,,,I agree,,,,Male,Male|Female,1997,"Andorra ",Yes,Yes,Student,,nice,87845155,,IntroRobot,,Robot4|Robot8|Robot1|Robot5,,,,,,,,,,Robot1b,,,Robot4b,Robot5a,,,Robot8a,
2018-04-25 18:23:46,2018-04-25 18:27:07,IP Address,157.51.190.57,100,200,True,2018-04-25 18:27:07,R_1DtXNQoHj1SPcq8,,,,,13.083297729492,80.283294677734,anonymous,EN,,,,,,,,,,,,,,,,,,,I agree,,,,,,,I somewhat agree,,,,I agree,,,,I somewhat agree,,,Male,Male|Female,1995,"United States ",Yes,Yes,Employee,,nice work,52033123,,IntroRobot,,Robot6|Robot8|Robot1|Robot4,,,,,,,,,,Robot1a,,,Robot4b,,Robot6b,,Robot8b,
2018-04-25 18:24:30,2018-04-25 18:27:15,IP Address,117.200.237.52,100,164,True,2018-04-25 18:27:16,R_1l43fSR8tY547iS,,,,,21.449996948242,83.966705322266,anonymous,EN,,,,,,,,,,,,,,,,,,,I strongly agree,,,,,,,,,I somewhat agree,I agree,,,,,I agree,,,Male,Male|Female,1981,"India ",No,Yes,Employee,,,8016438,,IntroRobot,,Robot8|Robot1|Robot5|Robot6,,,,,,,,,,Robot1a,,,,Robot5b,Robot6a,,Robot8b,
2018-04-25 18:24:52,2018-04-25 18:27:21,IP Address,117.221.136.45,100,148,True,2018-04-25 18:27:22,R_1OrC34RsUSVEa2M,,,,,11.350006103516,77.733306884766,anonymous,EN,,,,,,,,I strongly agree,,,I disagree,,,I somewhat disagree,I agree,,,,,,,,,,,,,,,,,,,,,,Male,Female|Male,1993,"Austria ",Yes,Yes,Student,,"THE TASK IS RESEARCH FOR GOOD ",29097143,,Intro_Human,Human8|Human4|Human7|Human6,,,,,Human4b,,Human6a,Human7b,Human8a,,,,,,,,,,
2018-04-25 18:24:57,2018-04-25 18:27:26,IP Address,23.242.120.131,100,148,True,2018-04-25 18:27:26,R_2UhAPrZrEUgvT5S,,,,,33.922393798828,-117.24760437012,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,I disagree,I agree,,I agree,,,,,,I strongly disagree,,,,,,Female,Female|Male,1991,"United States ",No,No,Self-employed,,,57786056,,IntroRobot,,Robot2|Robot4|Robot7|Robot3,,,,,,,,,,,Robot2b,Robot3a,Robot4a,,,Robot7a,,
2018-04-25 18:26:33,2018-04-25 18:27:58,IP Address,73.82.202.143,100,85,True,2018-04-25 18:27:59,R_3EW4bHDW8bDvI7s,,,,,33.724197387695,-84.468299865723,anonymous,EN,,,,,I somewhat agree,,,,,,,I neither agree nor disagree,,,I neither agree nor disagree,,I neither agree nor disagree,,,,,,,,,,,,,,,,,,,,Female,Male|Female,1989,"United States ",No,Yes,Employee,,,56931523,,Intro_Human,Human6|Human3|Human9|Human8,,,,Human3a,,,Human6b,,Human8a,Human9a,,,,,,,,,
2018-04-25 18:24:01,2018-04-25 18:28:29,IP Address,97.81.101.133,100,267,True,2018-04-25 18:28:29,R_1LBbbGekWJHVFLX,,,,,33.940994262695,-83.434097290039,anonymous,EN,,,I somewhat agree,,,I agree,,,,,,,I disagree,,,,,I somewhat agree,,,,,,,,,,,,,,,,,,,Female,Male|Female,1994,"United States ",No,No,Student,,,22799098,,Intro_Human,Human9|Human7|Human3|Human2,,,Human2a,Human3b,,,,Human7a,,Human9b,,,,,,,,,
2018-04-25 18:28:28,2018-04-25 18:29:51,IP Address,76.98.73.254,100,83,True,2018-04-25 18:29:52,R_2QRNWTAIRtHWaxW,,,,,40.049102783203,-75.228103637695,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,I neither agree nor disagree,,I neither agree nor disagree,,,,,,I neither agree nor disagree,I neither agree nor disagree,,Female,Male|Female,1991,"United States ",No,No,Employee,,I don't know how I feel about robots.,49613654,,IntroRobot,,Robot4|Robot8|Robot5|Robot9,,,,,,,,,,,,,Robot4b,Robot5b,,,Robot8b,Robot9a
2018-04-25 18:23:59,2018-04-25 18:30:18,IP Address,157.50.109.241,100,379,True,2018-04-25 18:30:19,R_2tujF7M8AlzSJDA,,,,,13.083297729492,80.283294677734,anonymous,EN,,I agree,I somewhat agree,,,,,,I strongly agree,,,,,,,,,I agree,,,,,,,,,,,,,,,,,,,Male,Female|Male,1991,"India ",Yes,Yes,Employee,,"I HAVE DONE AS VERY WELL AND FINDING NEW THOUGHTS AND KNOWLEDGE OF LEARNING ABILITIES, ",78535204,,Intro_Human,Human1|Human9|Human5|Human2,,Human1b,Human2a,,,Human5a,,,,Human9b,,,,,,,,,
2018-04-25 18:28:50,2018-04-25 18:30:32,IP Address,76.168.192.179,100,101,True,2018-04-25 18:30:33,R_2aDlc9ssh8URJa3,,,,,34.043792724609,-118.18740081787,anonymous,EN,,,,,,,,,,,,,,,,,,,,I strongly agree,,I somewhat disagree,I neither agree nor disagree,,,,,,,,I neither agree nor disagree,,,,,,Male,Female|Male,1988,"United States ",No,No,Employee,,,82196796,,IntroRobot,,Robot7|Robot2|Robot1|Robot3,,,,,,,,,,Robot1b,Robot2b,Robot3a,,,,Robot7a,,
2018-04-25 18:28:37,2018-04-25 18:30:46,IP Address,73.202.213.208,100,129,True,2018-04-25 18:30:47,R_TefiSa69zjtGzqF,,,,,37.272201538086,-121.84359741211,anonymous,EN,,,I somewhat agree,,,,,,,,I somewhat agree,,,,I disagree,,I agree,,,,,,,,,,,,,,,,,,,,Female,Female|Male,1963,"United States ",No,No,Self-employed,,none,19792046,,Intro_Human,Human9|Human8|Human2|Human6,,,Human2a,,,,Human6a,,Human8a,Human9a,,,,,,,,,
2018-04-25 18:28:09,2018-04-25 18:31:09,IP Address,157.50.33.73,100,179,True,2018-04-25 18:31:09,R_2vkyIgeT81nFZg8,,,,,13.083297729492,80.283294677734,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,I strongly agree,,,,,,I strongly agree,,,,,,I strongly agree,I agree,,Male,Male|Female,1992,"United States ",Yes,Yes,Self-employed,,it is very good work.,70822432,,IntroRobot,,Robot2|Robot9|Robot8|Robot5,,,,,,,,,,,Robot2b,,,Robot5b,,,Robot8b,Robot9a
